account,device_type,log_date,device,unit,value,comment
681e3c0d5571c3cd6e0f0ae9,bombilla,e3ea95b2-1dcf-11f0-8da0-5a8bcd5b4f8d,2348e6da-6ecb-5159-b959-85c1a76091e7,on_time,07:39,
681e3c0d5571c3cd6e0f0ae9,bombilla,08fbebb2-1d71-11f0-b075-3d802e97b958,b965e1f1-3033-5751-abd3-9ba1fd9fd331,kWh,0.006,
681e3c0d5571c3cd6e0f0ae9,bombilla,55e8bdb2-1d83-11f0-aff1-34e3ee7d92fb,b965e1f1-3033-5751-abd3-9ba1fd9fd331,state,standby,
681e3c0d5571c3cd6e0f0ae9,bombilla,9a1895b2-1d64-11f0-a91e-0752bc4a25e7,b965e1f1-3033-5751-abd3-9ba1fd9fd331,on_time,07:01,
681e3c0d5571c3cd6e0f0ae9,cerradura,8d7f47b2-1d3a-11f0-bdcd-7849f983584d,60788213-4727-55eb-a15f-dbe8ff600182,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0ae9,cerradura,ff33b1b2-1d8b-11f0-a6fe-c5ea1b78354b,60788213-4727-55eb-a15f-dbe8ff600182,hora_apertura,2025-04-19 22:00:56.772293,
681e3c0d5571c3cd6e0f0ae9,cerradura,3015e5b2-1d90-11f0-a994-db5dc99a8fea,d866e545-87bc-5c01-b256-9bbb65e39938,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0ae9,cerradura,066da7b2-1d19-11f0-ba42-bffac4d74eed,d866e545-87bc-5c01-b256-9bbb65e39938,hora_apertura,2025-04-19 15:02:56.772293,
681e3c0d5571c3cd6e0f0ae9,aspiradora,c44d61b2-1d2a-11f0-b4cb-3382f0665684,6c694310-ae21-5833-86dd-b3f29b494217,kWh,0.591,
681e3c0d5571c3cd6e0f0ae9,aspiradora,aff47db2-1d99-11f0-bf9b-ae9f15312660,6c694310-ae21-5833-86dd-b3f29b494217,ruta,sala principal,
681e3c0d5571c3cd6e0f0ae9,aspiradora,f6b987b2-1d47-11f0-a787-a8bf15546a50,6c694310-ae21-5833-86dd-b3f29b494217,state,standby,
681e3c0d5571c3cd6e0f0ae9,refrigerador,a9ccb5b2-1d35-11f0-a380-40651fb8cd35,81f2596d-c771-5af3-9b1d-974b73a4e079,kWh,0.26,
681e3c0d5571c3cd6e0f0ae9,refrigerador,b7eff5b2-1d78-11f0-97fd-e59f23e6ce4a,81f2596d-c771-5af3-9b1d-974b73a4e079,celsius,27.5,
681e3c0d5571c3cd6e0f0ae9,refrigerador,dece0db2-1d1f-11f0-9326-8b8e82619ccb,81f2596d-c771-5af3-9b1d-974b73a4e079,door_open_time,12:54,
681e3c0d5571c3cd6e0f0ae9,refrigerador,697931b2-1d4d-11f0-8872-fe37fa55e8e8,cf11a993-3e78-5b15-9449-2411a4536f30,kWh,0.467,
681e3c0d5571c3cd6e0f0ae9,refrigerador,85bfb1b2-1dd3-11f0-977f-61d7ead4baef,cf11a993-3e78-5b15-9449-2411a4536f30,celsius,29.5,
681e3c0d5571c3cd6e0f0ae9,refrigerador,d8e227b2-1d33-11f0-a9e2-b1c670b70506,cf11a993-3e78-5b15-9449-2411a4536f30,door_open_time,04:04,
681e3c0d5571c3cd6e0f0b3d,bombilla,3d77a3b2-1d81-11f0-a319-445ba6f79e27,c507557d-609c-5a4c-bac9-c831f04b1c84,kWh,0.009,
681e3c0d5571c3cd6e0f0b3d,bombilla,991443b2-1d25-11f0-a7ab-d4a3c3f13ba3,c507557d-609c-5a4c-bac9-c831f04b1c84,state,standby,
681e3c0d5571c3cd6e0f0b3d,bombilla,421579b2-1dcc-11f0-a4de-ae1d307ab1f8,c507557d-609c-5a4c-bac9-c831f04b1c84,on_time,04:13,
681e3c0d5571c3cd6e0f0b3d,bombilla,2d44d1b2-1d4b-11f0-861f-fe08547527f1,a0e17c93-f2b8-5023-bebf-f2548ca91bc3,kWh,0.01,
681e3c0d5571c3cd6e0f0b3d,bombilla,b8b177b2-1dca-11f0-8e53-0c65337f70d6,a0e17c93-f2b8-5023-bebf-f2548ca91bc3,state,error,
681e3c0d5571c3cd6e0f0b3d,bombilla,e6c297b2-1d89-11f0-bd8d-c2b6534a26ce,a0e17c93-f2b8-5023-bebf-f2548ca91bc3,on_time,09:20,
681e3c0d5571c3cd6e0f0b3d,bombilla,806059b2-1d36-11f0-9c97-087d0fd6bdbc,b0c67c83-ab62-542a-8a05-2571b0969545,kWh,0.012,
681e3c0d5571c3cd6e0f0b3d,bombilla,66654db2-1d1b-11f0-bcf9-266837f75ce4,b0c67c83-ab62-542a-8a05-2571b0969545,state,error,
681e3c0d5571c3cd6e0f0b3d,bombilla,613ae9b2-1d81-11f0-a17e-f0eea7a15c3a,b0c67c83-ab62-542a-8a05-2571b0969545,on_time,03:29,
681e3c0d5571c3cd6e0f0b3d,bombilla,0b911db2-1d3e-11f0-b31f-6140f029e83b,868bf631-c928-5f32-aa7c-b2dd90952f54,kWh,0.007,
681e3c0d5571c3cd6e0f0b3d,bombilla,9a1895b2-1d64-11f0-ab96-3fcc824ca2c5,868bf631-c928-5f32-aa7c-b2dd90952f54,state,modo eco,
681e3c0d5571c3cd6e0f0b3d,bombilla,8bb285b2-1d34-11f0-9014-25ef6703e3d1,868bf631-c928-5f32-aa7c-b2dd90952f54,on_time,10:35,
681e3c0d5571c3cd6e0f0b3d,cerradura,7c7d17b2-1dc8-11f0-a85b-9a9f4b76381d,5473c35a-fae9-5150-a919-faf5d328cc42,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0b3d,cerradura,337387b2-1d24-11f0-ac0d-1a55c9b3e053,5473c35a-fae9-5150-a919-faf5d328cc42,hora_apertura,2025-04-20 02:53:56.772293,
681e3c0d5571c3cd6e0f0b3d,cerradura,5eaca5b2-1d29-11f0-ad9a-6c2400d9a30c,dfe0e1e8-9666-5a63-bd96-52cfaa40cdc6,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0b3d,cerradura,d819b7b2-1d6c-11f0-bc42-f3c2f55f989a,dfe0e1e8-9666-5a63-bd96-52cfaa40cdc6,hora_apertura,2025-04-19 15:24:56.772293,
681e3c0d5571c3cd6e0f0b3d,refrigerador,55a5edb2-1d96-11f0-80ea-e845fd5907a3,0b72e71f-c4ce-51f9-bb52-21d97efbe0f5,kWh,0.309,
681e3c0d5571c3cd6e0f0b3d,refrigerador,d58485b2-1d9f-11f0-86c8-5aebdee50680,0b72e71f-c4ce-51f9-bb52-21d97efbe0f5,celsius,21.5,
681e3c0d5571c3cd6e0f0b3d,refrigerador,1f1aa3b2-1d93-11f0-bb62-b484124aed31,0b72e71f-c4ce-51f9-bb52-21d97efbe0f5,door_open_time,05:41,
681e3c0d5571c3cd6e0f0b3d,refrigerador,25c80bb2-1dd1-11f0-ad68-31bb9022be7b,07bfb186-84ab-5d84-8497-b245b2b22b06,kWh,0.469,
681e3c0d5571c3cd6e0f0b3d,refrigerador,fce14fb2-1dab-11f0-b0b6-545dc6415984,07bfb186-84ab-5d84-8497-b245b2b22b06,celsius,26.2,
681e3c0d5571c3cd6e0f0b3d,refrigerador,5c5355b2-1dd4-11f0-b1e4-f503ead82d4f,07bfb186-84ab-5d84-8497-b245b2b22b06,door_open_time,00:50,
681e3c0d5571c3cd6e0f0b79,bombilla,e7c6e9b2-1dc8-11f0-aed1-88ceaee89d60,bf438762-6fc5-5660-8da4-a2c5448dc124,kWh,0.013,
681e3c0d5571c3cd6e0f0b79,bombilla,d91e09b2-1dab-11f0-94ac-5ee8eb5b2fa5,bf438762-6fc5-5660-8da4-a2c5448dc124,state,encendido,
681e3c0d5571c3cd6e0f0b79,bombilla,693661b2-1d60-11f0-8165-5bdd7446c7cf,bf438762-6fc5-5660-8da4-a2c5448dc124,on_time,00:25,
681e3c0d5571c3cd6e0f0b79,cerradura,264dabb2-1dab-11f0-97e9-350aa72797f1,ca6b822c-d15e-5705-9ef8-b77654c581c1,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0b79,cerradura,7278fbb2-1d6b-11f0-9117-6bbdd323c67d,ca6b822c-d15e-5705-9ef8-b77654c581c1,hora_apertura,2025-04-19 20:48:56.772293,
681e3c0d5571c3cd6e0f0b79,cerradura,c8eb37b2-1d75-11f0-88a1-2f395193c93f,5dc0a3df-309c-5a46-88d3-8dbf8c3b5ec3,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0b79,cerradura,e3f183b2-1d44-11f0-b553-a5dea01f7358,5dc0a3df-309c-5a46-88d3-8dbf8c3b5ec3,hora_apertura,2025-04-19 23:13:56.772293,
681e3c0d5571c3cd6e0f0b79,cerradura,8e04e7b2-1d14-11f0-92db-4d45e119d1cc,6d621454-360c-588d-92d8-d2f85fb83820,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0b79,cerradura,0a072bb2-1d25-11f0-b3d7-601eddbf1f4c,6d621454-360c-588d-92d8-d2f85fb83820,hora_apertura,2025-04-20 11:17:56.772293,
681e3c0d5571c3cd6e0f0b79,refrigerador,c0b3ddb2-1d1e-11f0-b92f-adcefbefa32b,c40b0af3-b4d0-5a40-86a0-8db184f2d2b5,kWh,0.442,
681e3c0d5571c3cd6e0f0b79,refrigerador,ecf14db2-1d62-11f0-bbc2-fa6170dd6c86,c40b0af3-b4d0-5a40-86a0-8db184f2d2b5,celsius,18.9,
681e3c0d5571c3cd6e0f0b79,refrigerador,b72785b2-1db1-11f0-b83d-152ce5a271aa,c40b0af3-b4d0-5a40-86a0-8db184f2d2b5,door_open_time,05:37,
681e3c0d5571c3cd6e0f0bbc,bombilla,503fa7b2-1d84-11f0-b802-00bf3f67506a,54c2b50b-9119-56b9-8e50-65116f990aa2,kWh,0.012,
681e3c0d5571c3cd6e0f0bbc,bombilla,14ccc9b2-1dd4-11f0-8cad-fb181e60cdcb,54c2b50b-9119-56b9-8e50-65116f990aa2,state,apagado,
681e3c0d5571c3cd6e0f0bbc,bombilla,1dd381b2-1d67-11f0-a5e9-161597d8abc3,54c2b50b-9119-56b9-8e50-65116f990aa2,on_time,10:03,
681e3c0d5571c3cd6e0f0bbc,bombilla,5eaca5b2-1d29-11f0-9ebf-a70a976c7a1e,2a90d58f-d70f-56b3-859d-74887b45f82d,kWh,0.007,
681e3c0d5571c3cd6e0f0bbc,bombilla,22bb15b2-1d14-11f0-b61b-299da8d0c58e,2a90d58f-d70f-56b3-859d-74887b45f82d,state,standby,
681e3c0d5571c3cd6e0f0bbc,bombilla,6b0323b2-1d66-11f0-94ea-46336942ca04,2a90d58f-d70f-56b3-859d-74887b45f82d,on_time,08:04,
681e3c0d5571c3cd6e0f0bbc,bombilla,69f7e3b2-1db2-11f0-be56-0745523af554,e5bf4117-bb9e-5cd6-b09f-531f5b2f3a16,kWh,0.009,
681e3c0d5571c3cd6e0f0bbc,bombilla,806059b2-1d36-11f0-a8b0-9a32035d9b49,e5bf4117-bb9e-5cd6-b09f-531f5b2f3a16,state,apagado,
681e3c0d5571c3cd6e0f0bbc,bombilla,281a6db2-1db1-11f0-a714-7b10abd4c3a9,e5bf4117-bb9e-5cd6-b09f-531f5b2f3a16,on_time,01:53,
681e3c0d5571c3cd6e0f0bbc,cerradura,5eaca5b2-1d29-11f0-b50e-47203752f4d9,89e464bf-c642-556a-94ec-fdf7241c0555,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0bbc,cerradura,d33911b2-1d34-11f0-901a-a18070993c68,89e464bf-c642-556a-94ec-fdf7241c0555,hora_apertura,2025-04-19 14:02:56.772293,
681e3c0d5571c3cd6e0f0bbc,aspiradora,967f11b2-1d58-11f0-ae71-0d5cc237cbfb,54ae1771-03ad-5dd9-a672-2ecdebb63eb9,kWh,0.648,
681e3c0d5571c3cd6e0f0bbc,aspiradora,6f6517b2-1d39-11f0-8e0c-f1c2b88b273d,54ae1771-03ad-5dd9-a672-2ecdebb63eb9,ruta,habitaciones,
681e3c0d5571c3cd6e0f0bbc,aspiradora,bea44bb2-1d2b-11f0-b909-cbdb021e819a,54ae1771-03ad-5dd9-a672-2ecdebb63eb9,state,modo eco,
681e3c0d5571c3cd6e0f0c00,aire_acondicionado,3b6811b2-1d8e-11f0-a297-9b0ac6d0f40d,7ee56aab-8af0-5a48-b8f3-32c6b96f4ae5,celsius,25.7,
681e3c0d5571c3cd6e0f0c00,aire_acondicionado,5a8693b2-1dce-11f0-ba63-20fded069784,7ee56aab-8af0-5a48-b8f3-32c6b96f4ae5,kWh,1.609,
681e3c0d5571c3cd6e0f0c00,aire_acondicionado,50c547b2-1d5e-11f0-b201-cf9badcd2a28,7ee56aab-8af0-5a48-b8f3-32c6b96f4ae5,locacion,habitación principal,
681e3c0d5571c3cd6e0f0c00,aire_acondicionado,3330b7b2-1d37-11f0-8af9-ce486579c9f9,7ee56aab-8af0-5a48-b8f3-32c6b96f4ae5,state,standby,
681e3c0d5571c3cd6e0f0c00,aire_acondicionado,995025b2-1d9d-11f0-b779-9d98fcfc9bde,7ee56aab-8af0-5a48-b8f3-32c6b96f4ae5,on_time,06:18,
681e3c0d5571c3cd6e0f0c00,bombilla,223575b2-1d3a-11f0-9ace-69dce960d04a,548dcdfa-cbec-5ea7-9c18-a67169c23c81,kWh,0.011,
681e3c0d5571c3cd6e0f0c00,bombilla,ab56a7b2-1d4e-11f0-9500-337da91f6bff,548dcdfa-cbec-5ea7-9c18-a67169c23c81,state,modo eco,
681e3c0d5571c3cd6e0f0c00,bombilla,cb797bb2-1dcd-11f0-a58b-aa52d0fc39f6,548dcdfa-cbec-5ea7-9c18-a67169c23c81,on_time,11:59,
681e3c0d5571c3cd6e0f0c00,bombilla,6c4a45b2-1d92-11f0-8f67-87f24d1195e3,5d9052c3-487f-5e8c-b766-c032ea68990c,kWh,0.014,
681e3c0d5571c3cd6e0f0c00,bombilla,cf9f8db2-1d28-11f0-ade1-9aafd6a66491,5d9052c3-487f-5e8c-b766-c032ea68990c,state,modo eco,
681e3c0d5571c3cd6e0f0c00,bombilla,ab56a7b2-1d4e-11f0-b04d-d9a7696579c7,5d9052c3-487f-5e8c-b766-c032ea68990c,on_time,01:47,
681e3c0d5571c3cd6e0f0c00,bombilla,399b4fb2-1d88-11f0-bb9e-730118a11d30,bd367c5f-406b-584e-b564-14f97a51a12c,kWh,0.007,
681e3c0d5571c3cd6e0f0c00,bombilla,63c92db2-1dd9-11f0-8445-fe2409df73d0,bd367c5f-406b-584e-b564-14f97a51a12c,state,encendido,
681e3c0d5571c3cd6e0f0c00,bombilla,e6c297b2-1d89-11f0-8dce-eb3d5f3664a8,bd367c5f-406b-584e-b564-14f97a51a12c,on_time,00:46,
681e3c0d5571c3cd6e0f0c00,bombilla,c0b3ddb2-1d1e-11f0-b999-a3d401b71f88,086fc69e-4c61-547b-a613-0befc9f47c17,kWh,0.012,
681e3c0d5571c3cd6e0f0c00,bombilla,e643e5b2-1d24-11f0-9e09-0ad728cf4f99,086fc69e-4c61-547b-a613-0befc9f47c17,state,encendido,
681e3c0d5571c3cd6e0f0c00,bombilla,80169bb2-1dd4-11f0-9710-6c2d9b29c172,086fc69e-4c61-547b-a613-0befc9f47c17,on_time,07:31,
681e3c0d5571c3cd6e0f0c00,bombilla,921d1db2-1d85-11f0-868d-ad2bdda0011f,24d03aa3-1f6d-5960-a72b-72237721f5cb,kWh,0.009,
681e3c0d5571c3cd6e0f0c00,bombilla,4be4a1b2-1d26-11f0-9ef5-2a2024a57233,24d03aa3-1f6d-5960-a72b-72237721f5cb,state,apagado,
681e3c0d5571c3cd6e0f0c00,bombilla,da6c19b2-1d4c-11f0-baad-659502fac57c,24d03aa3-1f6d-5960-a72b-72237721f5cb,on_time,00:30,
681e3c0d5571c3cd6e0f0c00,bombilla,68320fb2-1d21-11f0-bc13-d121adb12007,d4d9053e-23f7-5524-8e51-4c4078f7c403,kWh,0.01,
681e3c0d5571c3cd6e0f0c00,bombilla,7afa13b2-1d24-11f0-ba0d-9dd68c02546f,d4d9053e-23f7-5524-8e51-4c4078f7c403,state,encendido,
681e3c0d5571c3cd6e0f0c00,bombilla,b4d523b2-1dd1-11f0-84da-1559d20c2399,d4d9053e-23f7-5524-8e51-4c4078f7c403,on_time,03:41,
681e3c0d5571c3cd6e0f0c00,cerradura,03d187b2-1dd7-11f0-b92d-29d73f805285,7d8b1007-26df-5372-844a-26e04db0976c,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0c00,cerradura,2b7121b2-1dd0-11f0-b89a-8db2477f158a,7d8b1007-26df-5372-844a-26e04db0976c,hora_apertura,2025-04-20 06:49:56.772293,
681e3c0d5571c3cd6e0f0c00,cerradura,74888db2-1d5e-11f0-b23f-25d1f6b201a9,4e4abfa8-5742-5131-9711-c3bb2da46927,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0c00,cerradura,00c491b2-1d1a-11f0-912f-d5ce8d702ed6,4e4abfa8-5742-5131-9711-c3bb2da46927,hora_apertura,2025-04-19 12:23:56.772293,
681e3c0c5571c3cd6e0f011e,aire_acondicionado,cf4ee1b2-1e51-11f0-befa-2f1c2103360a,e238bdbf-f420-5871-8b3d-316275c6bfa8,celsius,29.8,
681e3c0c5571c3cd6e0f011e,aire_acondicionado,3b1e53b2-1e2c-11f0-a66f-74da81160dab,e238bdbf-f420-5871-8b3d-316275c6bfa8,kWh,1.324,
681e3c0c5571c3cd6e0f011e,aire_acondicionado,ddbbdfb2-1df6-11f0-9543-fec749e52fc3,e238bdbf-f420-5871-8b3d-316275c6bfa8,locacion,dormitorio secundario,
681e3c0c5571c3cd6e0f011e,aire_acondicionado,da1b6db2-1e75-11f0-96bf-4058a648a345,e238bdbf-f420-5871-8b3d-316275c6bfa8,state,encendido,
681e3c0c5571c3cd6e0f011e,aire_acondicionado,2b2e51b2-1de3-11f0-8161-43341bc0aa11,e238bdbf-f420-5871-8b3d-316275c6bfa8,on_time,11:25,
681e3c0c5571c3cd6e0f011e,aire_acondicionado,593883b2-1e2d-11f0-9e49-d1c11631d52f,aecb96dc-e1e7-5302-8544-7226e6cc1b2a,celsius,17.4,
681e3c0c5571c3cd6e0f011e,aire_acondicionado,bd921db2-1e02-11f0-852c-2496e016f743,aecb96dc-e1e7-5302-8544-7226e6cc1b2a,kWh,1.394,
681e3c0c5571c3cd6e0f011e,aire_acondicionado,9880c7b2-1e61-11f0-9c8e-9ba09e615470,aecb96dc-e1e7-5302-8544-7226e6cc1b2a,locacion,cocina,
681e3c0c5571c3cd6e0f011e,aire_acondicionado,216617b2-1dfe-11f0-8b4a-eaab3c201765,aecb96dc-e1e7-5302-8544-7226e6cc1b2a,state,encendido,
681e3c0c5571c3cd6e0f011e,aire_acondicionado,3a98b3b2-1e52-11f0-8faa-81f8b6fb991a,aecb96dc-e1e7-5302-8544-7226e6cc1b2a,on_time,03:40,
681e3c0c5571c3cd6e0f011e,bombilla,f62cf9b2-1df8-11f0-a508-343985aca6ca,35f05722-66d7-5a18-858d-f8e0a1e18ca6,kWh,0.011,
681e3c0c5571c3cd6e0f011e,bombilla,910aefb2-1e5c-11f0-a3df-e380d7b273e1,35f05722-66d7-5a18-858d-f8e0a1e18ca6,state,modo eco,
681e3c0c5571c3cd6e0f011e,bombilla,ca2b6bb2-1e2c-11f0-966b-1c7ae9ba2d38,35f05722-66d7-5a18-858d-f8e0a1e18ca6,on_time,01:04,
681e3c0c5571c3cd6e0f011e,bombilla,24ff9bb2-1e0a-11f0-9589-c33b086d5cce,b745aa53-e345-59f7-a2bb-b14ede3d9075,kWh,0.008,
681e3c0c5571c3cd6e0f011e,bombilla,2f03b7b2-1e67-11f0-9b6d-9cd745c6ba0a,b745aa53-e345-59f7-a2bb-b14ede3d9075,state,apagado,
681e3c0c5571c3cd6e0f011e,bombilla,853a11b2-1df9-11f0-bc40-228a10db91ea,b745aa53-e345-59f7-a2bb-b14ede3d9075,on_time,04:58,
681e3c0c5571c3cd6e0f011e,bombilla,1f9955b2-1df8-11f0-a664-10138d4a9e54,3878c764-2bc8-5277-a763-05724cdb4f95,kWh,0.009,
681e3c0c5571c3cd6e0f011e,bombilla,fb933fb2-1e0a-11f0-991c-e89d842214e6,3878c764-2bc8-5277-a763-05724cdb4f95,state,standby,
681e3c0c5571c3cd6e0f011e,bombilla,09b67fb2-1e4e-11f0-b126-6ba29ed0a9c8,3878c764-2bc8-5277-a763-05724cdb4f95,on_time,07:23,
681e3c0c5571c3cd6e0f011e,bombilla,26898db2-1e23-11f0-ab2f-e92291356add,413c6fc6-2389-5298-a72f-eb77b769d460,kWh,0.012,
681e3c0c5571c3cd6e0f011e,bombilla,dc2affb2-1e68-11f0-980e-d4e2ca030132,413c6fc6-2389-5298-a72f-eb77b769d460,state,encendido,
681e3c0c5571c3cd6e0f011e,bombilla,fa87ffb2-1e56-11f0-bce1-e97c0ff0c9f6,413c6fc6-2389-5298-a72f-eb77b769d460,on_time,07:54,
681e3c0c5571c3cd6e0f011e,bombilla,c16783b2-1e86-11f0-881e-cd8161c8571d,d1180f11-54fb-590b-9351-8c97f3d9ab8f,kWh,0.013,
681e3c0c5571c3cd6e0f011e,bombilla,1b3761b2-1e25-11f0-8efc-9916f3d8c146,d1180f11-54fb-590b-9351-8c97f3d9ab8f,state,encendido,
681e3c0c5571c3cd6e0f011e,bombilla,a24901b2-1e46-11f0-8d97-61c314bee207,d1180f11-54fb-590b-9351-8c97f3d9ab8f,on_time,01:02,
681e3c0c5571c3cd6e0f011e,bombilla,16929db2-1e65-11f0-be66-0b54aebb0a2e,1beb8d1f-653a-51ad-8cfd-c980141ce267,kWh,0.014,
681e3c0c5571c3cd6e0f011e,bombilla,ad585db2-1e57-11f0-9e00-8caa6d878d41,1beb8d1f-653a-51ad-8cfd-c980141ce267,state,error,
681e3c0c5571c3cd6e0f011e,bombilla,648aafb2-1e2b-11f0-b004-b1b435d8bc8f,1beb8d1f-653a-51ad-8cfd-c980141ce267,on_time,10:36,
681e3c0c5571c3cd6e0f011e,bombilla,3322dbb2-1e4d-11f0-ab1a-c785ee50269c,213b0676-26ca-5b71-b529-9faa2c31c8f1,kWh,0.014,
681e3c0c5571c3cd6e0f011e,bombilla,fb506fb2-1e1d-11f0-83c6-210e2c65568f,213b0676-26ca-5b71-b529-9faa2c31c8f1,state,modo eco,
681e3c0c5571c3cd6e0f011e,bombilla,507b89b2-1dfc-11f0-a2ff-95536c83f537,213b0676-26ca-5b71-b529-9faa2c31c8f1,on_time,10:09,
681e3c0c5571c3cd6e0f011e,cerradura,7a23c7b2-1e73-11f0-8078-b49d90d85610,a10a4cab-c77d-51e1-bd68-29b3a1d5cd5e,intentos_forcejeo,,
681e3c0c5571c3cd6e0f011e,cerradura,5c1085b2-1de7-11f0-84f8-4fdd1812f96a,a10a4cab-c77d-51e1-bd68-29b3a1d5cd5e,hora_apertura,2025-04-21 06:23:56.772293,
681e3c0c5571c3cd6e0f011e,cerradura,7c3a47b2-1ddb-11f0-b4b1-702833dd1aeb,50681a06-162e-531e-a00b-bc0cd31fb1c8,intentos_forcejeo,,
681e3c0c5571c3cd6e0f011e,cerradura,4b1543b2-1dea-11f0-bb9b-064a64150334,50681a06-162e-531e-a00b-bc0cd31fb1c8,hora_apertura,2025-04-21 00:38:56.772293,
681e3c0c5571c3cd6e0f0174,aire_acondicionado,055b79b2-1df0-11f0-a494-0af183e742b4,4b7d595d-7492-5e9e-aba9-933bce779330,celsius,29.2,
681e3c0c5571c3cd6e0f0174,aire_acondicionado,222799b2-1e50-11f0-af24-ce028a016a7e,4b7d595d-7492-5e9e-aba9-933bce779330,kWh,1.049,
681e3c0c5571c3cd6e0f0174,aire_acondicionado,d01063b2-1ea3-11f0-8cd9-e435680ecc79,4b7d595d-7492-5e9e-aba9-933bce779330,locacion,comedor,
681e3c0c5571c3cd6e0f0174,aire_acondicionado,25853bb2-1de4-11f0-877e-3be8978aad95,4b7d595d-7492-5e9e-aba9-933bce779330,state,standby,
681e3c0c5571c3cd6e0f0174,aire_acondicionado,0344f9b2-1e88-11f0-86a9-5e5433c78f1a,4b7d595d-7492-5e9e-aba9-933bce779330,on_time,04:52,
681e3c0c5571c3cd6e0f0174,bombilla,2f4687b2-1e54-11f0-a72a-931e77c13922,1b01e9c1-2c5c-51e7-af9d-e55430da8588,kWh,0.011,
681e3c0c5571c3cd6e0f0174,bombilla,e98cbdb2-1e59-11f0-8272-357828b5b6b7,1b01e9c1-2c5c-51e7-af9d-e55430da8588,state,encendido,
681e3c0c5571c3cd6e0f0174,bombilla,f6ee7bb2-1e4a-11f0-81e3-d10ba2d7cb11,1b01e9c1-2c5c-51e7-af9d-e55430da8588,on_time,06:28,
681e3c0c5571c3cd6e0f0174,bombilla,fddeb3b2-1e75-11f0-8118-e1fe7c4ffd20,42a221c3-7286-500c-a614-919308639c60,kWh,0.01,
681e3c0c5571c3cd6e0f0174,bombilla,309497b2-1df5-11f0-afee-9d6073583f79,42a221c3-7286-500c-a614-919308639c60,state,error,
681e3c0c5571c3cd6e0f0174,bombilla,eb597fb2-1e5f-11f0-bfad-ac8a286e3084,42a221c3-7286-500c-a614-919308639c60,on_time,08:32,
681e3c0c5571c3cd6e0f0174,bombilla,bbc55bb2-1dfc-11f0-9e2b-39caff6ac760,bee5942c-f0fc-5663-91aa-4ecc452592e8,kWh,0.006,
681e3c0c5571c3cd6e0f0174,bombilla,3d2de5b2-1e1f-11f0-a301-e8b3bc822789,bee5942c-f0fc-5663-91aa-4ecc452592e8,state,standby,
681e3c0c5571c3cd6e0f0174,bombilla,488011b2-1e1d-11f0-9436-0a65aa029e12,bee5942c-f0fc-5663-91aa-4ecc452592e8,on_time,01:26,
681e3c0c5571c3cd6e0f0174,bombilla,83b01fb2-1de0-11f0-a2b3-0bbe79f517ee,26c420e9-8dc6-5a3d-900f-f88373e72878,kWh,0.015,
681e3c0c5571c3cd6e0f0174,bombilla,3f8047b2-1dff-11f0-93b6-74d961f6a003,26c420e9-8dc6-5a3d-900f-f88373e72878,state,apagado,
681e3c0c5571c3cd6e0f0174,bombilla,c9e89bb2-1e3f-11f0-8e47-25cdf573cb8e,26c420e9-8dc6-5a3d-900f-f88373e72878,on_time,08:14,
681e3c0c5571c3cd6e0f0174,cerradura,2751fdb2-1dea-11f0-921e-2062390a1cdc,8bfbd67e-4fc5-5e37-8055-d959e486f75c,intentos_forcejeo,,
681e3c0c5571c3cd6e0f0174,cerradura,8e32edb2-1ea2-11f0-9b97-8dd4810c100f,8bfbd67e-4fc5-5e37-8055-d959e486f75c,hora_apertura,2025-04-20 12:20:56.772293,
681e3c0c5571c3cd6e0f0174,aspiradora,769131b2-1ddc-11f0-bfce-9bf8ab17138a,ab8858fe-942a-5935-8b0f-581bf8d94701,kWh,0.63,
681e3c0c5571c3cd6e0f0174,aspiradora,549aadb2-1de2-11f0-9e69-15e55f2de282,ab8858fe-942a-5935-8b0f-581bf8d94701,ruta,sala principal,
681e3c0c5571c3cd6e0f0174,aspiradora,fe6453b2-1e4f-11f0-9741-d229f0006c59,ab8858fe-942a-5935-8b0f-581bf8d94701,state,apagado,
681e3c0c5571c3cd6e0f0174,refrigerador,4f7049b2-1e48-11f0-8648-0aa6c166a6eb,e6ef5c79-bea8-5be4-91c5-db0563237cce,kWh,0.207,
681e3c0c5571c3cd6e0f0174,refrigerador,c2f863b2-1e14-11f0-a9c0-48e5e7248061,e6ef5c79-bea8-5be4-91c5-db0563237cce,celsius,29.3,
681e3c0c5571c3cd6e0f0174,refrigerador,b0b5ffb2-1deb-11f0-a4c8-02d7ce3acf87,e6ef5c79-bea8-5be4-91c5-db0563237cce,door_open_time,04:56,
681e3c0c5571c3cd6e0f0174,refrigerador,bd8b2fb2-1e8d-11f0-aa25-8b21d2376f72,82e9433d-99c0-5a97-9b36-2053fb79e95b,kWh,0.157,
